Medio empleado;Sexo;Edad;Total
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 70 a 74 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 75 a 79 años;0,82
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 80 a 84 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 85 a 89 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 90 a 94 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 95 años y más;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;Todas las edades;9,51
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;Menores de 15 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 15 a 19 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 20 a 24 años;0,82
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 25 a 29 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 30 a 34 años;1,09
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 35 a 39 años;1,90
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 40 a 44 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 45 a 49 años;1,09
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 50 a 54 años;1,36
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 55 a 59 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 60 a 64 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 65 a 69 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 70 a 74 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 75 a 79 años;0,82
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 80 a 84 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 85 a 89 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 90 a 94 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Hombres;De 95 años y más;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;Todas las edades;1,90
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;Menores de 15 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 15 a 19 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 20 a 24 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 25 a 29 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 30 a 34 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 35 a 39 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 40 a 44 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 45 a 49 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 50 a 54 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 55 a 59 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 60 a 64 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 65 a 69 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 70 a 74 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 75 a 79 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 80 a 84 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 85 a 89 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 90 a 94 años;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Mujeres;De 95 años y más;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;Todas las edades;0,82
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;Menores de 15 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 15 a 19 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 20 a 24 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 25 a 29 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 30 a 34 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 35 a 39 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 40 a 44 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 45 a 49 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 50 a 54 años;0,27
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 55 a 59 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 60 a 64 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 65 a 69 años;0,27
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 70 a 74 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 75 a 79 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 80 a 84 años;0,27
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 85 a 89 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 90 a 94 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Ambos sexos;De 95 años y más;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;Todas las edades;0,82
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;Menores de 15 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 15 a 19 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 20 a 24 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 25 a 29 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 30 a 34 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 35 a 39 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 40 a 44 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 45 a 49 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 50 a 54 años;0,27
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 55 a 59 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 60 a 64 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 65 a 69 años;0,27
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 70 a 74 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 75 a 79 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 80 a 84 años;0,27
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 85 a 89 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 90 a 94 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Hombres;De 95 años y más;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;Todas las edades;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;Menores de 15 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 15 a 19 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 20 a 24 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 25 a 29 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 30 a 34 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 35 a 39 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 40 a 44 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 45 a 49 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 50 a 54 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 55 a 59 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 60 a 64 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 65 a 69 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 70 a 74 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 75 a 79 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 80 a 84 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 85 a 89 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 90 a 94 años;0,00
X83. Lesión autoinfligida intencionalmente por otros medios especificados;Mujeres;De 95 años y más;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;Todas las edades;42,40
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;Menores de 15 años;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 15 a 19 años;1,09
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 20 a 24 años;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 25 a 29 años;1,36
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 30 a 34 años;1,90
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 35 a 39 años;3,26
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 40 a 44 años;5,98
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 45 a 49 años;4,89
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 50 a 54 años;4,08
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 55 a 59 años;5,16
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 60 a 64 años;2,45
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 65 a 69 años;2,45
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 70 a 74 años;3,26
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 75 a 79 años;1,90
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 80 a 84 años;2,72
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 85 a 89 años;1,63
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 90 a 94 años;0,27
X84. Lesión autoinfligida intencionalmente por medios no especificados;Ambos sexos;De 95 años y más;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;Todas las edades;28,27
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;Menores de 15 años;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 15 a 19 años;0,54
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 20 a 24 años;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 25 a 29 años;0,54
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 30 a 34 años;1,36
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 35 a 39 años;2,72
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 40 a 44 años;4,35
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 45 a 49 años;2,72
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 50 a 54 años;2,17
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 55 a 59 años;3,53
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 60 a 64 años;1,63
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 65 a 69 años;1,90
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 70 a 74 años;1,90
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 75 a 79 años;1,63
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 80 a 84 años;1,90
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 85 a 89 años;1,09
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 90 a 94 años;0,27
X84. Lesión autoinfligida intencionalmente por medios no especificados;Hombres;De 95 años y más;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;Todas las edades;14,13
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;Menores de 15 años;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 15 a 19 años;0,54
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 20 a 24 años;0,00
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 25 a 29 años;0,82
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 30 a 34 años;0,54
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 35 a 39 años;0,54
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 40 a 44 años;1,63
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 45 a 49 años;2,17
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 50 a 54 años;1,90
X84. Lesión autoinfligida intencionalmente por medios no especificados;Mujeres;De 55 a 59 años;1,63
